"tid","geom","id_0","id","name","prefecture","address","country","product","product_na","quality","activity","duration","addrtype","addrlocat"
132,"0104000020E6100000010000000101000000D7D3580C68973540EC7AB3171B174440",132,"209","ΔΙΚΟΣ ΣΤ. ΙΩΑΝΝΗΣ & ΣΙΑ Ο.Ε.","ΚΟΖΑΝΗΣ","Σιάτιστα του Ν. Κοζάνης","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.12.2013 έως 20.12.2016","locality","APPROXIMATE"
133,"0104000020E61000000100000001010000000BFCF21318E03640C92654CB317F4440",133,"210","ΔΟΪΡΑΝΗ Α.Ε.","ΚΙΛΚΙΣ","ΒΙ.ΠΕ. Σταυροχωρίου του Ν. Κιλκίς","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","09.04.2014 έως 08.04.2017","establishment","GEOMETRIC_CENTER"
134,"0104000020E61000000100000001010000001B457B61D77F394064A428E153894440",134,"212","ΔΟΥΚΙΔΗΣ Ι. & ΥΙΟΣ Ο.Ε.","ΡΟΔΟΠΗΣ","ΒΙ.ΠΕ. Κομοτηνής του Ν. Ροδόπης","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2017 έως 20.03.2020","establishment","GEOMETRIC_CENTER"
135,"0104000020E61000000100000001010000009C57D00F7E4D384043C29C4594A04140",135,"213","ΔΟΥΡΟΥΝΤΟΥΔΑΚΗ- ΜΑΝΩΛΑΚΗ ΑΙΚΑΤΕΡΙΝΗ","ΡΕΘΥΜΝΗΣ","Μυριοκέφαλα του Ν. Ρεθύμνου","Ελλάδα","ΤΥΡΙ","ΓΡΑΒΙΕΡΑ ΚΡΗΤΗΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","09.04.2017 έως 08.04.2020","locality","APPROXIMATE"
136,"0104000020E61000000100000001010000009C57D00F7E4D384043C29C4594A04140",136,"214","ΔΟΥΡΟΥΝΤΟΥΔΑΚΗ- ΜΑΝΩΛΑΚΗ ΑΙΚΑΤΕΡΙΝΗ","ΡΕΘΥΜΝΗΣ","Μυριοκέφαλα του Ν. Ρεθύμνου","Ελλάδα","ΤΥΡΙ","ΞΥΝΟΜΥΖΗΘΡΑ ΚΡΗΤΗΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","09.04.2017 έως 08.04.2020","locality","APPROXIMATE"
137,"0104000020E610000001000000010100000004B97A04EDC83440E69FCF36EDD94340",137,"216","ΔΩΔΩΝΗ Α.Ε. ΑΓΡΟΤΙΚΗ ΒΙΟΜΗΧΑΝΙΑ ΓΑΛΑΚΤΟΣ ΗΠΕΙΡΟΥ","ΙΩΑΝΝΙΝΩΝ","Ελεούσα του Ν. Ιωαννίνων","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","06.05.2017 έως 05.05.2020","route","GEOMETRIC_CENTER"
138,"0104000020E610000001000000010100000004B97A04EDC83440E69FCF36EDD94340",138,"217","ΔΩΔΩΝΗ Α.Ε. ΑΓΡΟΤΙΚΗ ΒΙΟΜΗΧΑΝΙΑ ΓΑΛΑΚΤΟΣ ΗΠΕΙΡΟΥ","ΙΩΑΝΝΙΝΩΝ","Ελεούσα του Ν. Ιωαννίνων","Ελλάδα","ΤΥΡΙ","ΓΑΛΟΤΥΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","06.05.2017 έως 05.05.2020","route","GEOMETRIC_CENTER"
139,"0104000020E610000001000000010100000004B97A04EDC83440E69FCF36EDD94340",139,"218","ΔΩΔΩΝΗ Α.Ε. ΑΓΡΟΤΙΚΗ ΒΙΟΜΗΧΑΝΙΑ ΓΑΛΑΚΤΟΣ ΗΠΕΙΡΟΥ","ΙΩΑΝΝΙΝΩΝ","Ελεούσα του Ν. Ιωαννίνων","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","10.11.2014 έως 09.11.2017","route","GEOMETRIC_CENTER"
140,"0104000020E61000000100000001010000005891D10149603940D32934B5118D4240",140,"220","ΕΑΣ ΝΑΞΟΥ","ΚΥΚΛΑΔΩΝ","Χώρα Νάξου του Ν. Κυκλάδων","Ελλάδα","ΤΥΡΙ","ΓΡΑΒΙΕΡΑ ΝΑΞΟΥ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2017 έως 20.03.2020","locality","APPROXIMATE"
141,"0104000020E6100000010000000101000000EAD04433AA513540B1C22D1F49FD4240",141,"222","ΕΓΝΗΛ Ε.Π.Ε.","ΗΛΕΙΑΣ","Κουρτέσι του Ν. Ηλείας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","27.08.2014 έως 26.08.2017","locality","APPROXIMATE"
142,"0104000020E61000000100000001010000005E6919A9F7D437404E7CB5A338044340",142,"223","ΕΛΓΑΙΑ ΕΠΕ ΕΜΠΟΡΙΑΣ ΕΛΑΙΟΛΑΔΟΥ & ΤΡΟΦΙΜΩΝ","ΑΤΤΙΚΗΣ","Βριλλήσια του Ν. Ατιικής","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","εμπορία","19.03.2015 έως 18.03.2018","locality","APPROXIMATE"
143,"0104000020E61000000100000001010000003742F5C594C43540DD6C623722C74340",143,"225","ΕΛΛΗΝΙΚΑ ΓΑΛΑΚΤΟΚΟΜΕΙΑ Α.Ε. με δ.τ. ""ΟΛΥΜΠΟΣ"",""ΡΟΔΟΠΗ"", ""ΤΥΡΑΣ""","ΤΡΙΚΑΛΩΝ","5ο χλμ Ε.Ο. Τρικάλων -Πύλης Ν. Τρικάλων","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","23.04.2017 έως 22.04.2020","establishment","GEOMETRIC_CENTER"
144,"0104000020E61000000100000001010000003742F5C594C43540DD6C623722C74340",144,"226","ΕΛΛΗΝΙΚΑ ΓΑΛΑΚΤΟΚΟΜΕΙΑ Α.Ε. με δ.τ. ""ΟΛΥΜΠΟΣ"",""ΡΟΔΟΠΗ"", ""ΤΥΡΑΣ""","ΤΡΙΚΑΛΩΝ","5ο χλμ Ε.Ο. Τρικάλων -Πύλης Ν. Τρικάλων","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","23.04.2017 έως 22.04.2020","establishment","GEOMETRIC_CENTER"
145,"0104000020E6100000010000000101000000E0B99CB756BE3740460FD7C5C8F14240",145,"227","ΕΛΟΜΑΣ Ε.Π.Ε.","ΑΤΤΙΚΗΣ","Ελληνικό του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","εμπορία","21.05.2012 έως 20.05.2015","locality","APPROXIMATE"
146,"0104000020E6100000010000000101000000E0B99CB756BE3740460FD7C5C8F14240",146,"228","ΕΛΟΜΑΣ Ε.Π.Ε.","ΑΤΤΙΚΗΣ","Ελληνικό του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","εμπορία","21.05.2012 έως 20.05.2015","locality","APPROXIMATE"
147,"0104000020E6100000010000000101000000E0B99CB756BE3740460FD7C5C8F14240",147,"229","ΕΛΟΜΑΣ Ε.Π.Ε.","ΑΤΤΙΚΗΣ","Ελληνικό του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΓΡΑΒΙΕΡΑ ΝΑΞΟΥ","Π.Ο.Π.","εμπορία","21.05.2012 έως 20.05.2015","locality","APPROXIMATE"
148,"0104000020E610000001000000010100000046A055C1033A3640A5A14621C9F04340",148,"230","ΕΞΑΡΧΟΣ Α.Ε.","ΛΑΡΙΣΑΣ","Ελασσόνα του Ν. Λαρίσης","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","27.08.2014 έως 26.08.2017","locality","APPROXIMATE"
149,"0104000020E610000001000000010100000046A055C1033A3640A5A14621C9F04340",149,"231","ΕΞΑΡΧΟΣ Α.Ε.","ΛΑΡΙΣΑΣ","Ελασσόνα του Ν. Λαρίσης","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.01.2015 έως 20.01.2018","locality","APPROXIMATE"
150,"0104000020E610000001000000010100000046A055C1033A3640A5A14621C9F04340",150,"232","ΕΞΑΡΧΟΣ Α.Ε.","ΛΑΡΙΣΑΣ","Ελασσόνα του Ν. Λαρίσης","Ελλάδα","ΤΥΡΙ","ΜΑΝΟΥΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","24.02.2015 έως 23.02.2018","locality","APPROXIMATE"
151,"0104000020E610000001000000010100000046A055C1033A3640A5A14621C9F04340",151,"233","ΕΞΑΡΧΟΣ ΕΥΑΓ. - ΚΩΝ. & ΣΙΑ Ο.Ε.","ΛΑΡΙΣΑΣ","Ελασσόνα του Ν. Λαρίσης","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","02.07.2015 έως 01.07.2018","locality","APPROXIMATE"
152,"0104000020E610000001000000010100000046A055C1033A3640A5A14621C9F04340",152,"234","ΕΞΑΡΧΟΣ ΕΥΑΓ. - ΚΩΝ. & ΣΙΑ Ο.Ε.","ΛΑΡΙΣΑΣ","Ελασσόνα του Ν. Λαρίσης","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","02.07.2015 έως 01.07.2018","locality","APPROXIMATE"
153,"0104000020E6100000010000000101000000EF7211DF89F93640F885FCD8C94B4440",153,"235","ΕΡΓΟΝ ΤΡΟΦΙΜΑ Α.Ε.","ΘΕΣ/ΝΙΚΗΣ","Ν. Θεσσαλονίκης","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","εμπορία","08.04.2014 έως 07.04.2017","route","GEOMETRIC_CENTER"
154,"0104000020E6100000010000000101000000EF7211DF89F93640F885FCD8C94B4440",154,"236","ΕΡΓΟΝ ΤΡΟΦΙΜΑ Α.Ε.","ΘΕΣ/ΝΙΚΗΣ","Ν. Θεσσαλονίκης","Ελλάδα","ΤΥΡΙ","ΛΑΔΟΤΥΡΙ ΜΥΤΙΛΗΝΗΣ","Π.Ο.Π.","εμπορία","08.04.2014 έως 07.04.2017","route","GEOMETRIC_CENTER"
155,"0104000020E6100000010000000101000000EF7211DF89F93640F885FCD8C94B4440",155,"237","ΕΡΓΟΝ ΤΡΟΦΙΜΑ Α.Ε.","ΘΕΣ/ΝΙΚΗΣ","Ν. Θεσσαλονίκης","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","εμπορία","08.04.2014 έως 07.04.2017","route","GEOMETRIC_CENTER"
156,"0104000020E6100000010000000101000000A44F502F9DA337403E86D8AA6E274340",156,"239","ΕΥΡΟΚΛΥΔΩΝ Ε.Π.Ε.","ΒΟΙΩΤΙΑΣ","Οινόφυτα του Ν.Βοιωτίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","19.11.2015 έως 18.11.2018","locality","APPROXIMATE"
157,"0104000020E6100000010000000101000000A44F502F9DA337403E86D8AA6E274340",157,"240","ΕΥΡΟΚΛΥΔΩΝ Ε.Π.Ε.","ΒΟΙΩΤΙΑΣ","Οινόφυτα του Ν. Βοιωτίας","Ελλάδα","ΤΥΡΙ","ΜΑΝΟΥΡΙ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","08.10.2016 έως 07.10.2019","locality","APPROXIMATE"
158,"0104000020E6100000010000000101000000890D710745F63740E40A94B99E134340",158,"241","ΖΑΓΑΡΗΣ ΕΥΘ. ΣΠΥΡΟΣ","ΑΤΤΙΚΗΣ","Μαραθώνας του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
159,"0104000020E6100000010000000101000000C3AB9B4132AF354044FD892540D64340",159,"242","ΖΑΡΟΓΙΑΝΝΗΣ ΒΑΣΙΛΕΙΟΣ","ΤΡΙΚΑΛΩΝ","Θεόπετρα Καλαμπάκας του   Ν. Τρικάλων","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","17.02.2015 έως 16.02.2018","locality","APPROXIMATE"
160,"0104000020E61000000100000001010000003607639F5B3B354041B62C5F97184440",160,"244","ΖΗΚΟΣ ΘΕΟΔΩΡΟΣ & ΣΙΑ Ο.Ε.","ΚΟΖΑΝΗΣ","Κορυφή Κοζάνης του Ν. Κοζάνης","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","06.05.2014 έως 05.05.2017","locality","APPROXIMATE"
161,"0104000020E61000000100000001010000003607639F5B3B354041B62C5F97184440",161,"245","ΖΗΚΟΣ ΘΕΟΔΩΡΟΣ & ΣΙΑ Ο.Ε.","ΚΟΖΑΝΗΣ","Κορυφή Κοζάνης του Ν. Κοζάνης","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","06.05.2014 έως 05.05.2017","locality","APPROXIMATE"
162,"0104000020E61000000100000001010000003607639F5B3B354041B62C5F97184440",162,"246","ΖΗΚΟΣ ΘΕΟΔΩΡΟΣ & ΣΙΑ Ο.Ε.","ΚΟΖΑΝΗΣ","Κορυφή Κοζάνης του Ν. Κοζάνης","Ελλάδα","ΤΥΡΙ","ΜΠΑΤΖΟΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","16.12.2015 έως 15.12.2018","locality","APPROXIMATE"
163,"0104000020E61000000100000001010000003607639F5B3B354041B62C5F97184440",163,"247","ΖΗΚΟΣ ΘΕΟΔΩΡΟΣ & ΣΙΑ Ο.Ε.","ΚΟΖΑΝΗΣ","Κορυφή Κοζάνης του Ν. Κοζάνης","Ελλάδα","ΤΥΡΙ","ΑΝΕΒΑΤΟ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","16.12.2015 έως 15.12.2018","locality","APPROXIMATE"
164,"0104000020E6100000010000000101000000E0CA23C9BD4E3640FF7CB669C7E94340",164,"249","ΖΙΩΓΑΣ Ι. - ΣΤ. ΠΛΙΑΤΣΙΚΑΣ Ο.Ε.","ΛΑΡΙΣΑΣ","Τύρναβος του Ν. Λάρισας","Ελλάδα","ΤΥΡΙ","ΜΑΝΟΥΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
165,"0104000020E6100000010000000101000000E0CA23C9BD4E3640FF7CB669C7E94340",165,"250","ΖΙΩΓΑΣ Ι. - ΣΤ. ΠΛΙΑΤΣΙΚΑΣ Ο.Ε.","ΛΑΡΙΣΑΣ","Τύρναβος του Ν. Λάρισας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
166,"0104000020E6100000010000000101000000283F4E3D77713540182E6123FFD54240",166,"252","ΗΛ-ΒΙ-ΓΑΛ ΚΑΛΟΜΟΙΡΗΣ ΒΑΣ. Α.Β.Ε.Ε.","ΗΛΕΙΑΣ","Πύργο του Ν. Ηλείας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","24.07.2014 έως 23.07.2017","locality","APPROXIMATE"
167,"0104000020E61000000100000001010000000652184ADC693840480845A973A44140",167,"253","ΗΛΙΑΚΗΣ ΑΕ","ΡΕΘΥΜΝΗΣ","Κάτω Μαλλάκι του Ν. Ρεθύμνης","Ελλάδα","ΤΥΡΙ","ΓΡΑΒΙΕΡΑ ΚΡΗΤΗΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","26.10.2016 έως 25.10.2019","locality","APPROXIMATE"
168,"0104000020E6100000010000000101000000C51B9947FEF034406DF1DF72ABA24340",168,"254","ΗΠΕΙΡΟΣ Α.Ε.Β.Ε.","ΑΡΤΑΣ","Αμμότοπο του Ν. Άρτας","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2017 έως 20.03.2020","locality","APPROXIMATE"
169,"0104000020E6100000010000000101000000C51B9947FEF034406DF1DF72ABA24340",169,"255","ΗΠΕΙΡΟΣ Α.Ε.Β.Ε.","ΑΡΤΑΣ","Αμμότοπο του Ν. Άρτας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2017 έως 20.03.2020","locality","APPROXIMATE"
170,"0104000020E6100000010000000101000000C51B9947FEF034406DF1DF72ABA24340",170,"256","ΗΠΕΙΡΟΣ Α.Ε.Β.Ε.","ΑΡΤΑΣ","Αμμότοπο του Ν. Άρτας","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","τυποποιητήριο","26/05/2015 έως 25/05/2018","locality","APPROXIMATE"
171,"0104000020E6100000010000000101000000C51B9947FEF034406DF1DF72ABA24340",171,"257","ΗΠΕΙΡΟΣ Α.Ε.Β.Ε.","ΑΡΤΑΣ","Αμμότοπο του Ν. Άρτας","Ελλάδα","ΤΥΡΙ","ΜΑΝΟΥΡΙ","Π.Ο.Π.","εμπορία","26/05/2015 έως 25/05/2018","locality","APPROXIMATE"
172,"0104000020E610000001000000010100000089B72979D0B735401D16B4DA0DB64340",172,"258","ΘΑΝΟΣ ΠΑΥΛΟΣ","ΚΑΡΔΙΤΣΑΣ","Μαυρομάτι του Ν. Καρδίτσας","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","route","GEOMETRIC_CENTER"
173,"0104000020E61000000100000001010000009B5D521097993540A3B5FD86E4B24340",173,"259","ΘΑΝΟΣ ΠΑΥΛΟΣ","ΚΑΡΔΙΤΣΑΣ","Μουζάκι του Ν. Καρδίτσας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2014 έως 20.03.2017","locality","APPROXIMATE"
174,"0104000020E610000001000000010100000073A32314B69E3540765BD88981E14240",174,"260","ΘΕΟΔΩΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ","ΗΛΕΙΑΣ","Γούμερο του Ν. Ηλείας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","29.10.2012 έως 28.10.2015","locality","APPROXIMATE"
175,"0104000020E610000001000000010100000001DE02098AA33540BF77407EDBCA4340",175,"263","ΘΕΣΣΑΛΙΚΟ ΤΡΙΚΑΛΩΝ Α.Ε.","ΤΡΙΚΑΛΩΝ","Παραπόταμος του Ν. Τρικάλων","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","19.03.2017 έως 18.03.2020","route","GEOMETRIC_CENTER"
176,"0104000020E610000001000000010100000001DE02098AA33540BF77407EDBCA4340",176,"264","ΘΕΣΣΑΛΙΚΟ ΤΡΙΚΑΛΩΝ Α.Ε.","ΤΡΙΚΑΛΩΝ","Παραπόταμος του Ν. Τρικάλων","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","12.05.2017 έως 11.05.2020","route","GEOMETRIC_CENTER"
177,"0104000020E61000000100000001010000004D5D43BAE9FA3940068CE4E1F39D4340",177,"265","ΘΥΜΕΛΗΣ Ε. Α.Β.Ε.Ε.","ΛΕΣΒΟΥ","Αντίσσα του Ν. Λέσβου","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
178,"0104000020E61000000100000001010000004D5D43BAE9FA3940068CE4E1F39D4340",178,"266","ΘΥΜΕΛΗΣ Ε. Α.Β.Ε.Ε.","ΛΕΣΒΟΥ","Αντίσσα του Ν. Λέσβου","Ελλάδα","ΤΥΡΙ","ΛΑΔΟΤΥΡΙ ΜΥΤΙΛΗΝΗΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
179,"0104000020E61000000100000001010000004D5D43BAE9FA3940068CE4E1F39D4340",179,"267","ΘΥΜΕΛΗΣ Ε. Α.Β.Ε.Ε.","ΛΕΣΒΟΥ","Αντίσσα του Ν. Λέσβου","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
180,"0104000020E61000000100000001010000000A5861E932B9364053D0ED258DB34240",180,"268","ΘΥΡΕΑ Ε.Π.Ε- ΠΑΡΑΣΚΕΥΗ & ΕΜΠΟΡΙΑ ΓΑΛΑΚΤΟΚΟΜΙΚΩΝ & ΤΥΡΟΚΟΜΙΚΩΝ ΠΡΟΪΟΝΤΩΝ","ΑΡΚΑΔΙΑΣ","Άστρος Κυνουρίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","02.11.2013 έως 01.11.2016","locality","APPROXIMATE"
181,"0104000020E61000000100000001010000005D267964628B364061C66F65E42D4440",181,"270","ΙΟΡΔΑΝΙΔΗΣ ΧΡΗΣΤΟΣ","ΠΙΕΡΙΑΣ","Σεβαστή του Ν. Πιερίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","16.05.2016 έως 15.05.2019","locality","APPROXIMATE"
182,"0104000020E610000001000000010100000057E652019C61354089DF032AD2064340",182,"271","ΚΑΓΚΕΛΑΡΗΣ ΔΗΜ. ΚΩΝ/ΝΟΣ","ΗΛΕΙΑΣ","Ανδραβίδα του Ν. Ηλείας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","28.05.2015 έως 27.05.2018","locality","APPROXIMATE"
183,"0104000020E6100000010000000101000000D12B54ED89923540C22275F16DFE4240",183,"273","ΚΑΛΑΒΡΥΤΑ ΧΕΛΜΟΣ ΠΑΡΑΔΟΣΙΑΚΗ ΑΧΑΪΚΗ ΤΥΡΟΚΟΜΙΑ Α.Β.Ε.Ε.","ΑΧΑΪΑΣ","Σανταμέρι του Ν. Αχαϊας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
184,"0104000020E6100000010000000101000000DF77C201E3873540CE39782634E64340",184,"277","ΚΑΛΤΣΟΥΔΑΣ ΙΩΑΝΝΗΣ & ΑΝΔΡΕΑΣ Ο.Ε.","ΤΡΙΚΑΛΩΝ","Μυκάνη Καλαμπάκας Ν. Τρικάλων","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","08.09.2014 έως 07.09.2017","locality","APPROXIMATE"
185,"0104000020E610000001000000010100000061AD35EF938A374023BA675DA38B4440",185,"278","ΚΑΝΑΚΑΡΗΣ & ΣΙΑ Ο.Ε. (ΚΟΡΥΦΗ)","ΣΕΡΡΩΝ","Σέρρες του Ν. Σερρών","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","01.02.2016 έως 31.01.2019","locality","APPROXIMATE"
186,"0104000020E6100000010000000101000000387C77D091B335405A5A571696174340",186,"279","ΚΑΠΩΝΗΣ ΚΩΝ. ΠΑΝΑΓΙΩΤΗΣ","ΑΧΑΪΑΣ","Μπεγουλάκι Πάτρας του Ν.Αχαϊας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","08.05.2016 έως 07.05.2019","locality","APPROXIMATE"
187,"0104000020E6100000010000000101000000E8D43A1680013640C29A1430CB8C4240",187,"280","ΚΑΡΑΒΙΤΗΣ ΠΟΤΗΣ & ΥΙΟΙ ΜΟΝΟΠΡΟΣΩΠΗ Ε.Π.Ε.","ΜΕΣΣΗΝΙΑΣ","Καλαμάτα του Ν. Μεσσηνίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","16.04.2014 έως 15.04.2017","locality","APPROXIMATE"
188,"0104000020E6100000010000000101000000808868CFC05B36408ABECCC17D3D4340",188,"281","ΚΑΡΑΓΕΩΡΓΟΣ ΠΑΝΑΓΙΩΤΗΣ","ΦΩΚΙΔΑΣ","Άμφισσα του Ν. Φωκίδας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","28.05.2012 έως 27.05.2015","locality","APPROXIMATE"
189,"0104000020E6100000010000000101000000E31016BAB7973740B4D59B07663E4440",189,"282","ΚΑΡΑΓΙΑΝΝΗΣ ΘΕΟΦΙΛΟΣ ΤΥΡΟΚΟΜΙΚΑ Α.Ε.","ΧΑΛΚΙΔΙΚΗΣ","Αρναία του Ν. Χαλκιδικής","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","26.11.2015 έως 01.07.2018","route","GEOMETRIC_CENTER"
190,"0104000020E610000001000000010100000083D7D3B3C5D03440ECCD5E6C10944340",190,"286","ΚΑΡΑΛΗ Α.Ε. ΒΙΟΜΗΧΑΝΙΑ ΓΑΛΑΚ. ΗΠΕΙΡΟΥ","ΑΡΤΑΣ","Πέτρα Πρέβεζας","Ελλάδα","ΤΥΡΙ","ΓΑΛΟΤΥΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
191,"0104000020E610000001000000010100000083D7D3B3C5D03440ECCD5E6C10944340",191,"287","ΚΑΡΑΛΗΣ Α.Ε. ΒΙΟΜΗΧΑΝΙΑ ΓΑΛΑΚ. ΗΠΕΙΡΟΥ","ΑΡΤΑΣ","Πέτρα Πρέβεζας","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2017 έως 20.03.2020","locality","APPROXIMATE"
