"tid","geom","id_0","id","name","prefecture","address","country","product","product_na","quality","activity","duration","addrtype","addrlocat"
313,"0104000020E61000000100000001010000003E384481E3C33640E8B68EBB52834440",312,"491","ΡΕΓΗΤΣΑΣ Β. ΝΙΚΟΛΑΟΣ","ΚΙΛΚΙΣ","Καστανιές του Ν.Κιλκίς","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","26.01.2017 έως 25.01.2020","locality","APPROXIMATE"
314,"0104000020E6100000010000000101000000CAB3812A248D3640BCA13A6755894340",313,"493","ΡΟΥΣΣΑΣ Α.Ε.","ΜΑΓΝΗΣΙΑΣ","Αλμυρός του Ν. Μαγνησίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","28.02.2017 έως 27.02.2020","locality","APPROXIMATE"
315,"0104000020E6100000010000000101000000CAB3812A248D3640BCA13A6755894340",314,"494","ΡΟΥΣΣΑΣ Α.Ε.","ΜΑΓΝΗΣΙΑΣ","Αλμυρός του Ν. Μαγνησίας","Ελλάδα","ΤΥΡΙ","ΓΑΛΟΤΥΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","28.02.2017 έως 27.02.2020","locality","APPROXIMATE"
316,"0104000020E6100000010000000101000000CAB3812A248D3640BCA13A6755894340",315,"495","ΡΟΥΣΣΑΣ Α.Ε.","ΜΑΓΝΗΣΙΑΣ","Αλμυρό του Ν. Μαγνησίας","Ελλάδα","ΤΥΡΙ","ΜΑΝΟΥΡΙ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","09.04.2017 έως 08.04.2020","locality","APPROXIMATE"
317,"0104000020E6100000010000000101000000CAB3812A248D3640BCA13A6755894340",316,"496","ΡΟΥΣΣΑΣ Α.Ε.","ΜΑΓΝΗΣΙΑΣ","Αλμυρός του Ν. Μαγνησίας","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","21.01.2015 έως 20.01.2018","locality","APPROXIMATE"
318,"0104000020E6100000010000000101000000CAB3812A248D3640BCA13A6755894340",317,"497","ΡΟΥΣΣΑΣ Α.Ε.","ΜΑΓΝΗΣΙΑΣ","Αλμυρός του Ν. Μαγνησίας","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","09.09.2014 έως 08.09.2017","locality","APPROXIMATE"
319,"0104000020E61000000100000001010000006461E355312A3540AC3AAB05F6154440",318,"500","ΣΑΜΑΡΑΣ ΤΗΛΕΜΑΧΟΣ","ΚΟΖΑΝΗΣ","Δίλοφο Πενταλόφου του Ν. Κοζάνης","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2017 έως 20.03.2020","locality","APPROXIMATE"
320,"0104000020E61000000100000001010000006461E355312A3540AC3AAB05F6154440",319,"501","ΣΑΜΑΡΑΣ ΤΗΛΕΜΑΧΟΣ","ΚΟΖΑΝΗΣ","Δίλοφο Πενταλόφου του Ν. Κοζάνης","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2017 έως 20.03.2020","locality","APPROXIMATE"
321,"0104000020E61000000100000001010000006461E355312A3540AC3AAB05F6154440",320,"502","ΣΑΜΑΡΑΣ ΤΗΛΕΜΑΧΟΣ","ΚΟΖΑΝΗΣ","Δίλοφο Πενταλόφου του Ν. Κοζάνης","Ελλάδα","ΤΥΡΙ","ΜΠΑΤΖΟΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","28.05.2015 έως 27.05.2018","locality","APPROXIMATE"
322,"0104000020E61000000100000001010000006461E355312A3540AC3AAB05F6154440",321,"503","ΣΑΜΑΡΑΣ ΤΗΛΕΜΑΧΟΣ","ΚΟΖΑΝΗΣ","Δίλοφο Πενταλόφου του Ν. Κοζάνης","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","17.02.2015 έως 16.02.2018","locality","APPROXIMATE"
323,"0104000020E6100000010000000101000000E708CF3A995E3A40A297512CB7A34340",322,"505","ΣΑΝΤΖΗΛΙΩΤΗΣ Δ. ΑΒΕΕ","ΛΕΣΒΟΥ","Θερμη του Ν. Λέσβου","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","26.01.2014 έως 25.01.2017","route","GEOMETRIC_CENTER"
324,"0104000020E6100000010000000101000000E708CF3A995E3A40A297512CB7A34340",323,"506","ΣΑΝΤΖΗΛΙΩΤΗΣ Δ. ΑΒΕΕ","ΛΕΣΒΟΥ","Θερμη του Ν. Λέσβου","Ελλάδα","ΤΥΡΙ","ΛΑΔΟΤΥΡΙ ΜΥΤΙΛΗΝΗΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","26.01.2014 έως 25.01.2017","route","GEOMETRIC_CENTER"
325,"0104000020E6100000010000000101000000E708CF3A995E3A40A297512CB7A34340",324,"507","ΣΑΝΤΖΗΛΙΩΤΗΣ Δ. ΑΒΕΕ","ΛΕΣΒΟΥ","Θερμη του Ν. Λέσβου","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","26.01.2014 έως 25.01.2017","route","GEOMETRIC_CENTER"
326,"0104000020E61000000100000001010000006707019E59EF36405A6A1899DBAF4340",325,"513","ΣΚΟΠΟΣ Α.Ε.","ΜΑΓΝΗΣΙΑΣ","Βόλο του Ν. Μαγνησίας","Ελλάδα","ΤΥΡΙ","ΜΑΝΟΥΡΙ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","22.07.2014 έως 21.07.2017","route","GEOMETRIC_CENTER"
327,"0104000020E61000000100000001010000006707019E59EF36405A6A1899DBAF4340",326,"514","ΣΚΟΠΟΣ Α.Ε.","ΜΑΓΝΗΣΙΑΣ","Βόλο του Ν. Μαγνησίας","Ελλάδα","ΤΥΡΙ","ΓΡΑΒΙΕΡΑ ΚΡΗΤΗΣ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","22.07.2014 έως 21.07.2017","route","GEOMETRIC_CENTER"
328,"0104000020E61000000100000001010000006707019E59EF36405A6A1899DBAF4340",327,"515","ΣΚΟΠΟΣ Α.Ε.","ΜΑΓΝΗΣΙΑΣ","Βόλο του Ν. Μαγνησίας","Ελλάδα","ΤΥΡΙ","ΓΡΑΒΙΕΡΑ ΝΑΞΟΥ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","22.07.2014 έως 21.07.2017","route","GEOMETRIC_CENTER"
329,"0104000020E61000000100000001010000006707019E59EF36405A6A1899DBAF4340",328,"516","ΣΚΟΠΟΣ Α.Ε.","ΜΑΓΝΗΣΙΑΣ","Βόλο του Ν. Μαγνησίας","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","22.07.2014 έως 21.07.2017","route","GEOMETRIC_CENTER"
330,"0104000020E61000000100000001010000006707019E59EF36405A6A1899DBAF4340",329,"517","ΣΚΟΠΟΣ Α.Ε.","ΜΑΓΝΗΣΙΑΣ","Βόλο του Ν. Μαγνησίας","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","22.07.2014 έως 21.07.2017","route","GEOMETRIC_CENTER"
331,"0104000020E6100000010000000101000000CAD7AF856A563640955C6A29C55E4340",330,"518","ΣΟΥΛΙΩΤΗΣ Α - ΣΟΥΛΙΩΤΗΣ Σ. Ο.Ε.","ΦΘΙΩΤΙΔΑΣ","Λαμία του Ν. Φθιώτιδας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2017 έως 20.03.2020","locality","APPROXIMATE"
332,"0104000020E61000000100000001010000005E1A7563302D3640AAEA8ABE274F4440",331,"523","ΣΤΑΜΠΟΥΛΗΣ Ε.Π.Ε.","ΗΜΑΘΙΑΣ","Νάουσα του Ν. Ημαθίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","εμπορία","24.10.2016 έως 23.10.2019","establishment","GEOMETRIC_CENTER"
333,"0104000020E610000001000000010100000050076811404235405A48C0E8F23A4440",332,"525","ΣΤΕΡΓΙΟΥΛΑΣ Δ. & ΣΙΑ Ο.Ε.","ΚΑΣΤΟΡΙΑΣ","Άργος Ορεστικό του Ν. Καστοριάς","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","02.07.2015 έως 01.07.2018","route","GEOMETRIC_CENTER"
334,"0104000020E61000000100000001010000007894EFBECF0B3740C5BF19468B704340",333,"528","ΣΧΟΡΕΤΣΑΝΙΤΗΣ ΚΩΝ/ΝΟΣ","ΕΥΒΟΙΑΣ","Ιστιαία του Ν. Ευβοίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","22.07.2014 έως 21.07.2017","locality","APPROXIMATE"
335,"0104000020E6100000010000000101000000BCCADAA6786A36407225F1A8E7D24340",334,"529","ΤΑΝΑΓΙΑΣ ΜΙΧ & ΙΩΑΝ. Ο.Ε.","ΛΑΡΙΣΑΣ","Φαλάνη του Ν. Λάρισας","Ελλάδα","ΤΥΡΙ","ΜΑΝΟΥΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","07.07.2014 έως 06.07.2017","route","GEOMETRIC_CENTER"
336,"0104000020E61000000100000001010000008109DCBA9B0F3A40E670523D3E944340",335,"530","ΤΑΣΤΑΝΗ Μ. & Δ. Ο.Ε.","ΛΕΣΒΟΥ","Άγρα του Ν. Λέσβου","Ελλάδα","ΤΥΡΙ","ΛΑΔΟΤΥΡΙ ΜΥΤΙΛΗΝΗΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","17.07.2015 έως 16.07.2018","locality","APPROXIMATE"
337,"0104000020E61000000100000001010000008109DCBA9B0F3A40E670523D3E944340",336,"531","ΤΑΣΤΑΝΗ Μ. & Δ. Ο.Ε.","ΛΕΣΒΟΥ","Άγρα του Ν. Λέσβου","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","17.07.2015 έως 16.07.2018","locality","APPROXIMATE"
338,"0104000020E61000000100000001010000002BE33A21CF7D36407599F5BDE1E64340",337,"534","ΤΑΧΑΣ Ν. - ΡΟΜΠΑΣ Κ. Ο.Ε.","ΛΑΡΙΣΑΣ","Μακρυχώρι του Ν. Λάρισας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
339,"0104000020E6100000010000000101000000B66F496991663640405A52A4B1D84340",338,"535","ΤΖΑΦΕΤΤΑΣ ΤΥΡΟΚΟΜΙΚΗ ΚΤΗΝΟΤΡΟΦΙΚΗ Α.Ε.","ΛΑΡΙΣΑΣ","Αμπελώνας Τυρνάβου του Ν. Λάρισας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","16.12.2015 έως 15.12.2018","route","GEOMETRIC_CENTER"
340,"0104000020E6100000010000000101000000B66F496991663640405A52A4B1D84340",339,"536","ΤΖΑΦΕΤΤΑΣ ΤΥΡΟΚΟΜΙΚΗ ΚΤΗΝΟΤΡΟΦΙΚΗ Α.Ε.","ΛΑΡΙΣΑΣ","Αμπελώνας Τυρνάβου του Ν. Λάρισας","Ελλάδα","ΤΥΡΙ","ΜΑΝΟΥΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","16.12.2015 έως 15.12.2018","route","GEOMETRIC_CENTER"
341,"0104000020E610000001000000010100000088C4F308246D3540398721286D104440",340,"537","ΤΖΙΑΛΛΑ ΜΑΙΡΗ","ΓΡΕΒΕΝΩΝ","Μικρό Σειρήνι του Ν. Γρεβενών","Ελλάδα","ΤΥΡΙ","ΜΑΝΟΥΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","16.12.2016 έως 15.12.2019","locality","APPROXIMATE"
342,"0104000020E610000001000000010100000088C4F308246D3540398721286D104440",341,"538","ΤΖΙΑΛΛΑ ΜΑΙΡΗ","ΓΡΕΒΕΝΩΝ","Μικρό Σειρήνι του Ν. Γρεβενών","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
343,"0104000020E610000001000000010100000088C4F308246D3540398721286D104440",342,"539","ΤΖΙΑΛΛΑ ΜΑΙΡΗ","ΓΡΕΒΕΝΩΝ","Μικρό Σειρήνι του Ν. Γρεβενών","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
344,"0104000020E610000001000000010100000088C4F308246D3540398721286D104440",343,"540","ΤΖΙΑΛΛΑ ΜΑΙΡΗ","ΓΡΕΒΕΝΩΝ","Μικρό Σειρήνι του Ν. Γρεβενών","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
345,"0104000020E610000001000000010100000088C4F308246D3540398721286D104440",344,"541","ΤΖΙΑΛΛΑ ΜΑΙΡΗ","ΓΡΕΒΕΝΩΝ","Μικρό Σειρήνι του Ν. Γρεβενών","Ελλάδα","ΤΥΡΙ","ΑΝΕΒΑΤΟ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","14.04.2015 έως 13.04.2018","locality","APPROXIMATE"
346,"0104000020E610000001000000010100000088C4F308246D3540398721286D104440",345,"542","ΤΖΙΑΛΛΑ ΜΑΙΡΗ","ΓΡΕΒΕΝΩΝ","Μικρό Σειρήνι του Ν. Γρεβενών","Ελλάδα","ΤΥΡΙ","ΜΠΑΤΖΟΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","14.04.2015 έως 13.04.2018","locality","APPROXIMATE"
347,"0104000020E61000000100000001010000005A44B9D9C4BE35407AF2FADD85F54240",346,"545","ΤΟΜΑΡΑΣ Β. ΚΩΝ/ΝΟΣ","ΑΧΑΪΑΣ","Δροσιά του Ν. Αχαϊας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","09.04.2017 έως 08.04.2020","locality","APPROXIMATE"
348,"0104000020E6100000010000000101000000BB74DDA51E53354098E0D40792214440",347,"546","ΤΟΥΣΙΑΣ ΣΤΑΥΡΟΣ","ΚΟΖΑΝΗΣ","Τσοτύλιο του Ν. Κοζάνης","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","20.04.2016 έως 19.04.2019","locality","APPROXIMATE"
349,"0104000020E6100000010000000101000000BB74DDA51E53354098E0D40792214440",348,"547","ΤΟΥΣΙΑΣ ΣΤΑΥΡΟΣ","ΚΟΖΑΝΗΣ","Τσοτύλιο του Ν. Κοζάνης","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","01.04.2016 έως 31.03.2019","locality","APPROXIMATE"
350,"0104000020E6100000010000000101000000C90391459A4236406FA53220D6464440",349,"552","ΤΡΟΝΙΚ ΤΡΟΦΙΜΑ ΜΟΝ. Ε.Π.Ε.","ΗΜΑΘΙΑΣ","Μακροχώρι του Ν.Ημαθίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","09.09.2015 έως 08.09.2018","establishment","GEOMETRIC_CENTER"
351,"0104000020E610000001000000010100000047D38F3CC605364023C78CA669AB4240",350,"554","ΤΣΑΓΚΟΓΕΩΡΓΑ ΑΦΕΣ & ΣΙΑ Ε.Ε.","ΑΡΚΑΔΙΑΣ","Ίσαρι του Ν. Αρκαδίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","03.09.2015 έως 02.09.2018","premise","ROOFTOP"
352,"0104000020E61000000100000001010000008B64D9DD4DDB3640D527147D99A24440",351,"556","ΤΣΑΚΝΗΣ ΠΑΥΛ. ΧΡΗΣΤΟΣ","ΚΙΛΚΙΣ","Αγία Παρασκευή του Ν. Κιλκίς","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2014 έως 20.03.2017","locality","APPROXIMATE"
353,"0104000020E61000000100000001010000002B84D558C23836404F464BD4C1E24240",352,"557","ΤΣΑΤΣΟΥΛΗΣ ΝΙΚ. & ΥΙΟΙ Ο.Ε.","ΑΡΚΑΔΙΑΣ","Παναγίτσα του Ν. Αρκαδίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","08.03.2017 έως 07.03.2020","locality","APPROXIMATE"
354,"0104000020E61000000100000001010000004E8E4CD1DB4D364040C6376FF7574440",353,"558","ΤΣΕΛΕΠΗΣ ΘΕΟΔΩΡΟΣ - ΒΙΟΤΕΧΝΙΑ ΠΡΟΪΟΝΤΩΝ ΓΑΛΑΚΤΟΣ ΤΥΡΟΚΟΜΙΚΩΝ "" Η ΒΛΑΧΑ""","ΠΕΛΛΑΣ","Κρύα Βρύση του Ν. Πέλλας","Ελλάδα","ΤΥΡΙ","ΜΠΑΤΖΟΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","19.01.2014 έως 18.01.2017","locality","APPROXIMATE"
355,"0104000020E61000000100000001010000004E8E4CD1DB4D364040C6376FF7574440",354,"559","ΤΣΕΛΕΠΗΣ ΘΕΟΔΩΡΟΣ - ΒΙΟΤΕΧΝΙΑ ΠΡΟΪΟΝΤΩΝ ΓΑΛΑΚΤΟΣ ΤΥΡΟΚΟΜΙΚΩΝ "" Η ΒΛΑΧΑ""","ΠΕΛΛΑΣ","Κρύα Βρύση του Ν. Πέλλας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","28.02.2014 έως 27.02.2017","locality","APPROXIMATE"
356,"0104000020E6100000010000000101000000241928DF220636407AC5538F34734340",355,"560","ΤΣΙΑΚΑΣ ΦΙΛΙΠΠΑΣ Α.Ε.","ΦΘΙΩΤΙΔΑΣ","Σπερχειάδα του Ν. Φθιώτιδας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","route","GEOMETRIC_CENTER"
357,"0104000020E61000000100000001010000006A06A7F402783640CA91297A3BEA4340",356,"561","ΤΣΙΝΤΩΤΑΣ ΑΘΑΝΑΣΙΟΣ","ΛΑΡΙΣΑΣ","Παραπόταμο του Ν. Λάρισας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","03.09.2015 έως 02.09.2018","locality","APPROXIMATE"
358,"0104000020E61000000100000001010000003742F5C594C43540DD6C623722C74340",357,"562","ΤΥΡΑΣ Α.Ε.","ΤΡΙΚΑΛΩΝ","5ο χλμ Ε.Ο. Τρικάλων -Πύλης Ν. Τρικάλων","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","ΑΝΑΚΛΗΣΗ","establishment","GEOMETRIC_CENTER"
359,"0104000020E61000000100000001010000003742F5C594C43540DD6C623722C74340",358,"563","ΤΥΡΑΣ Α.Ε.","ΤΡΙΚΑΛΩΝ","5ο χλμ Ε.Ο. Τρικάλων -Πύλης Ν. Τρικάλων","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","ΑΝΑΚΛΗΣΗ","establishment","GEOMETRIC_CENTER"
360,"0104000020E61000000100000001010000002CF75D6CB5A8374046BF6CF1DF484440",359,"565","ΤΥΡΟΚΟΜΙΚΑ ΝΤΑΝΤΟΣ ΕΠΕ","ΧΑΛΚΙΔΙΚΗΣ","Βαρβάρα του Ν. Χαλκιδικής","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","16.11.2015 έως 04.06.2017","locality","APPROXIMATE"
361,"0104000020E6100000010000000101000000C8DF0731E1EB35403BF3BC6598AE4340",360,"568","ΤΥΡΟΚΟΜΙΚΗ ΚΑΡΔΙΤΣΑΣ Α.Ε.","ΚΑΡΔΙΤΣΑΣ","Καρδίτσα του Ν. Καρδίτσας","Ελλάδα","ΤΥΡΙ","ΓΡΑΒΙΕΡΑ ΚΡΗΤΗΣ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","03.09.2015 έως 02.09.2018","locality","APPROXIMATE"
362,"0104000020E6100000010000000101000000C8DF0731E1EB35403BF3BC6598AE4340",361,"569","ΤΥΡΟΚΟΜΙΚΗ ΚΑΡΔΙΤΣΑΣ Α.Ε.","ΚΑΡΔΙΤΣΑΣ","Καρδίτσα του Ν. Καρδίτσας","Ελλάδα","ΤΥΡΙ","ΚΑΣΕΡΙ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","03.09.2015 έως 02.09.2018","locality","APPROXIMATE"
363,"0104000020E6100000010000000101000000C8DF0731E1EB35403BF3BC6598AE4340",362,"570","ΤΥΡΟΚΟΜΙΚΗ ΚΑΡΔΙΤΣΑΣ Α.Ε.","ΚΑΡΔΙΤΣΑΣ","Καρδίτσα του Ν. Καρδίτσας","Ελλάδα","ΤΥΡΙ","ΚΕΦΑΛΟΓΡΑΒΙΕΡΑ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","03.09.2015 έως 02.09.2018","locality","APPROXIMATE"
364,"0104000020E6100000010000000101000000C8DF0731E1EB35403BF3BC6598AE4340",363,"571","ΤΥΡΟΚΟΜΙΚΗ ΚΑΡΔΙΤΣΑΣ Α.Ε.","ΚΑΡΔΙΤΣΑΣ","Καρδίτσα του Ν. Καρδίτσας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","συσ/σια - τυπ/ση, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
365,"0104000020E61000000100000001010000004EB27A2C2243354075FD27243E964340",364,"572","ΤΥΡΟΚΟΜΙΚΗ ΟΡΕΙΝΗΣ ΑΡΤΑΣ Α.Ε.","ΑΡΤΑΣ","Σκουληκαριά του Ν. Άρτας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","02.12.2014 έως 01.12.2017","locality","APPROXIMATE"
366,"0104000020E61000000100000001010000001298987851F53740F18288D4B4BB4140",365,"575","ΥΙΟΙ ΜΠΑΛΑΝΤΙΝΟΥ Β. Ο.Ε.","ΧΑΝΙΩΝ","Βαρύπετρο Ν. Κυδωνίας Ν. Χανίων","Ελλάδα","ΤΥΡΙ","ΓΡΑΒΙΕΡΑ ΚΡΗΤΗΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","01.01.2014 έως 31.12.2016","route","GEOMETRIC_CENTER"
367,"0104000020E61000000100000001010000001298987851F53740F18288D4B4BB4140",366,"576","ΥΙΟΙ ΜΠΑΛΑΝΤΙΝΟΥ Β. Ο.Ε.","ΧΑΝΙΩΝ","Βαρύπετρο Ν. Κυδωνίας Ν. Χανίων","Ελλάδα","ΤΥΡΙ","ΠΗΧΤΟΓΑΛΟ ΧΑΝΙΩΝ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","11.07.2014 έως 10.07.2017","route","GEOMETRIC_CENTER"
368,"0104000020E6100000010000000101000000E0CA23C9BD4E3640FF7CB669C7E94340",367,"580","ΥΙΟΙ ΜΠΟΥΚΟΥΒΑΛΑ Ι. Ο.Ε.","ΛΑΡΙΣΑΣ","Τύρναβος του Ν. Λάρισας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","21.03.2015 έως 20.03.2018","locality","APPROXIMATE"
369,"0104000020E6100000010000000101000000019C830C8934364056E58C727A424440",368,"581","ΥΙΟΙ ΠΑΤΣΙΑΒΟΥΡΑ ΜΙΧΑΗΛ  Ο.Ε.","ΗΜΑΘΙΑΣ","Βέροια του Ν. Ημαθίας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","13.10.2014 έως 12.10.2017","locality","APPROXIMATE"
370,"0104000020E6100000010000000101000000019C830C8934364056E58C727A424440",369,"582","ΥΙΟΙ ΠΑΤΣΙΑΒΟΥΡΑ ΜΙΧΑΗΛ  Ο.Ε.","ΗΜΑΘΙΑΣ","Βέροια του Ν. Ημαθίας","Ελλάδα","ΤΥΡΙ","ΜΠΑΤΖΟΣ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","13.10.2014 έως 12.10.2017","locality","APPROXIMATE"
371,"0104000020E610000001000000010100000077AD73C23AEE3740AE2017E64EF04240",370,"583","ΥΙΟΙ ΧΡ. ΚΩΣΤΑΡΕΛΟΥ & ΣΙΑ Ε.Ε.","ΑΤΤΙΚΗΣ","Μαρκόπουλο του Ν. Αττικής","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","03.09.2015 έως 02.09.2018","route","GEOMETRIC_CENTER"
372,"0104000020E6100000010000000101000000CDCEA2772AC23640805DF2E43F744440",371,"585","ΦΑΡΜΑ ΚΟΥΚΑΚΗ Α.Ε.","ΚΙΛΚΙΣ","Κάτω Απόστολοι του Ν. Κιλκίς","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","εμπορία","30.11.2014 έως 29.11.2017","locality","APPROXIMATE"
373,"0104000020E6100000010000000101000000109546CCEC233A400F176F1A91A14340",372,"586","ΦΑΡΜΑ ΦΙΛΙΑΣ-ΒΑΡΔΑΞΗΣ ΒΑΣΙΛΕΙΟΣ","ΛΕΣΒΟΥ","Φιλιά του Ν. Λέσβου","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","παρ/γη, συσ/σια, εμπορία","14.04.2014 έως 13.04.2017","locality","APPROXIMATE"
374,"0104000020E6100000010000000101000000CC9FCAC4086E364066CC6E7720D24340",374,"594","ΧΑΣΙΩΤΗΣ ΔΗΜΗΤΡΙΟΣ","ΛΑΡΙΣΑΣ","Αγιά Λάρισας του Ν. Λάρισας","Ελλάδα","ΤΥΡΙ","ΦΕΤΑ","Π.Ο.Π.","εμπορία","21.11.2013 έως 20.11.2016","route","GEOMETRIC_CENTER"
