"legtype","agrarea","indic_ef","geo","time","values"
"TOTAL","TOTAL","AGRAREA_HA","ES64","2005",0
"TOTAL","TOTAL","AGRAREA_HA","ES70","2005",60160
"TOTAL","TOTAL","AGRAREA_HA","FI13","2005",336450
"TOTAL","TOTAL","AGRAREA_HA","FI18","2005",811300
"TOTAL","TOTAL","AGRAREA_HA","FI19","2005",784460
"TOTAL","TOTAL","AGRAREA_HA","FI1A","2005",316710
"TOTAL","TOTAL","AGRAREA_HA","FI20","2005",14640
"TOTAL","TOTAL","AGRAREA_HA","FR10","2005",568190
"TOTAL","TOTAL","AGRAREA_HA","FR21","2005",1560770
"TOTAL","TOTAL","AGRAREA_HA","FR22","2005",1314080
"TOTAL","TOTAL","AGRAREA_HA","FR23","2005",786980
"TOTAL","TOTAL","AGRAREA_HA","FR24","2005",2322590
"TOTAL","TOTAL","AGRAREA_HA","FR25","2005",1228140
"TOTAL","TOTAL","AGRAREA_HA","FR26","2005",1764150
"TOTAL","TOTAL","AGRAREA_HA","FR30","2005",818930
"TOTAL","TOTAL","AGRAREA_HA","FR41","2005",1127600
"TOTAL","TOTAL","AGRAREA_HA","FR42","2005",330020
"TOTAL","TOTAL","AGRAREA_HA","FR43","2005",662360
"TOTAL","TOTAL","AGRAREA_HA","FR51","2005",2168740
"TOTAL","TOTAL","AGRAREA_HA","FR52","2005",1668240
"TOTAL","TOTAL","AGRAREA_HA","FR53","2005",1743320
"TOTAL","TOTAL","AGRAREA_HA","FR61","2005",1429360
"TOTAL","TOTAL","AGRAREA_HA","FR62","2005",2340250
"TOTAL","TOTAL","AGRAREA_HA","FR63","2005",855500
"TOTAL","TOTAL","AGRAREA_HA","FR71","2005",1497220
"TOTAL","TOTAL","AGRAREA_HA","FR72","2005",1496120
"TOTAL","TOTAL","AGRAREA_HA","FR81","2005",958640
"TOTAL","TOTAL","AGRAREA_HA","FR82","2005",670820
"TOTAL","TOTAL","AGRAREA_HA","FR83","2005",157680
"TOTAL","TOTAL","AGRAREA_HA","FR91","2005",35530
"TOTAL","TOTAL","AGRAREA_HA","FR92","2005",26030
"TOTAL","TOTAL","AGRAREA_HA","FR93","2005",16050
"TOTAL","TOTAL","AGRAREA_HA","FR94","2005",43640
"TOTAL","TOTAL","AGRAREA_HA","HU10","2005",296670
"TOTAL","TOTAL","AGRAREA_HA","HU21","2005",471580
"TOTAL","TOTAL","AGRAREA_HA","HU22","2005",514020
"TOTAL","TOTAL","AGRAREA_HA","HU23","2005",610210
"TOTAL","TOTAL","AGRAREA_HA","HU31","2005",438280
"TOTAL","TOTAL","AGRAREA_HA","HU32","2005",926470
"TOTAL","TOTAL","AGRAREA_HA","HU33","2005",1009310
"TOTAL","TOTAL","AGRAREA_HA","IE01","2005",1868950
"TOTAL","TOTAL","AGRAREA_HA","IE02","2005",2350430
"TOTAL","TOTAL","AGRAREA_HA","ITC1","2005",1029190
"TOTAL","TOTAL","AGRAREA_HA","ITC2","2005",68390
"TOTAL","TOTAL","AGRAREA_HA","ITC3","2005",49080
"TOTAL","TOTAL","AGRAREA_HA","ITC4","2005",978670
"TOTAL","TOTAL","AGRAREA_HA","ITD1","2005",255670
"TOTAL","TOTAL","AGRAREA_HA","ITD2","2005",145410
"TOTAL","TOTAL","AGRAREA_HA","ITD3","2005",797570
"TOTAL","TOTAL","AGRAREA_HA","ITD4","2005",224520
"TOTAL","TOTAL","AGRAREA_HA","ITD5","2005",1029920
"TOTAL","TOTAL","AGRAREA_HA","ITE1","2005",809490
"TOTAL","TOTAL","AGRAREA_HA","ITE2","2005",337920
"TOTAL","TOTAL","AGRAREA_HA","ITE3","2005",497140
"TOTAL","TOTAL","AGRAREA_HA","ITE4","2005",684940
"TOTAL","TOTAL","AGRAREA_HA","ITF1","2005",425180
"TOTAL","TOTAL","AGRAREA_HA","ITF2","2005",212610
"TOTAL","TOTAL","AGRAREA_HA","ITF3","2005",563670
"TOTAL","TOTAL","AGRAREA_HA","ITF4","2005",1216920
"TOTAL","TOTAL","AGRAREA_HA","ITF5","2005",553590
"TOTAL","TOTAL","AGRAREA_HA","ITF6","2005",514340
"TOTAL","TOTAL","AGRAREA_HA","ITG1","2005",1250700
"TOTAL","TOTAL","AGRAREA_HA","ITG2","2005",1062940
"TOTAL","TOTAL","AGRAREA_HA","LT00","2005",2792040
"TOTAL","TOTAL","AGRAREA_HA","LU00","2005",129130
"TOTAL","TOTAL","AGRAREA_HA","LV00","2005",1701680
"TOTAL","TOTAL","AGRAREA_HA","MT00","2005",10250
"TOTAL","TOTAL","AGRAREA_HA","NL11","2005",167150
"TOTAL","TOTAL","AGRAREA_HA","NL12","2005",239310
"TOTAL","TOTAL","AGRAREA_HA","NL13","2005",157450
"TOTAL","TOTAL","AGRAREA_HA","NL21","2005",214020
"TOTAL","TOTAL","AGRAREA_HA","NL22","2005",246330
"TOTAL","TOTAL","AGRAREA_HA","NL23","2005",91360
"TOTAL","TOTAL","AGRAREA_HA","NL31","2005",70570
"TOTAL","TOTAL","AGRAREA_HA","NL32","2005",137880
"TOTAL","TOTAL","AGRAREA_HA","NL33","2005",143120
"TOTAL","TOTAL","AGRAREA_HA","NL34","2005",121700
"TOTAL","TOTAL","AGRAREA_HA","NL41","2005",263540
"TOTAL","TOTAL","AGRAREA_HA","NL42","2005",105620
"TOTAL","TOTAL","AGRAREA_HA","NO01","2005",80230
"TOTAL","TOTAL","AGRAREA_HA","NO02","2005",212480
"TOTAL","TOTAL","AGRAREA_HA","NO03","2005",197850
"TOTAL","TOTAL","AGRAREA_HA","NO04","2005",131640
"TOTAL","TOTAL","AGRAREA_HA","NO05","2005",149780
"TOTAL","TOTAL","AGRAREA_HA","NO06","2005",167060
"TOTAL","TOTAL","AGRAREA_HA","NO07","2005",96350
"TOTAL","TOTAL","AGRAREA_HA","PL11","2005",1031900
"TOTAL","TOTAL","AGRAREA_HA","PL12","2005",1952310
"TOTAL","TOTAL","AGRAREA_HA","PL21","2005",648480
"TOTAL","TOTAL","AGRAREA_HA","PL22","2005",413830
"TOTAL","TOTAL","AGRAREA_HA","PL31","2005",1437660
"TOTAL","TOTAL","AGRAREA_HA","PL32","2005",650750
"TOTAL","TOTAL","AGRAREA_HA","PL33","2005",525610
"TOTAL","TOTAL","AGRAREA_HA","PL34","2005",1058310
"TOTAL","TOTAL","AGRAREA_HA","PL41","2005",1695740
"TOTAL","TOTAL","AGRAREA_HA","PL42","2005",861450
"TOTAL","TOTAL","AGRAREA_HA","PL43","2005",414680
"TOTAL","TOTAL","AGRAREA_HA","PL51","2005",905720
"TOTAL","TOTAL","AGRAREA_HA","PL52","2005",506880
"TOTAL","TOTAL","AGRAREA_HA","PL61","2005",1019310
"TOTAL","TOTAL","AGRAREA_HA","PL62","2005",933850
"TOTAL","TOTAL","AGRAREA_HA","PL63","2005",698400
"TOTAL","TOTAL","AGRAREA_HA","PT11","2005",705790
"TOTAL","TOTAL","AGRAREA_HA","PT15","2005",106230
"TOTAL","TOTAL","AGRAREA_HA","PT16","2005",658040
"TOTAL","TOTAL","AGRAREA_HA","PT17","2005",102590
"TOTAL","TOTAL","AGRAREA_HA","PT18","2005",1979700
"TOTAL","TOTAL","AGRAREA_HA","PT20","2005",122780
"TOTAL","TOTAL","AGRAREA_HA","PT30","2005",4460
"TOTAL","TOTAL","AGRAREA_HA","RO11","2005",1941420
"TOTAL","TOTAL","AGRAREA_HA","RO12","2005",1743230
"TOTAL","TOTAL","AGRAREA_HA","RO21","2005",2032950
"TOTAL","TOTAL","AGRAREA_HA","RO22","2005",2151210
"TOTAL","TOTAL","AGRAREA_HA","RO31","2005",2325760
"TOTAL","TOTAL","AGRAREA_HA","RO32","2005",177820
"TOTAL","TOTAL","AGRAREA_HA","RO41","2005",1782600
"TOTAL","TOTAL","AGRAREA_HA","RO42","2005",1751710
"TOTAL","TOTAL","AGRAREA_HA","SE11","2005",100580
"TOTAL","TOTAL","AGRAREA_HA","SE12","2005",821780
"TOTAL","TOTAL","AGRAREA_HA","SE21","2005",529820
"TOTAL","TOTAL","AGRAREA_HA","SE22","2005",558780
"TOTAL","TOTAL","AGRAREA_HA","SE23","2005",675620
"TOTAL","TOTAL","AGRAREA_HA","SE31","2005",275020
"TOTAL","TOTAL","AGRAREA_HA","SE32","2005",114800
"TOTAL","TOTAL","AGRAREA_HA","SE33","2005",116040
"TOTAL","TOTAL","AGRAREA_HA","SI01","2005",343960
"TOTAL","TOTAL","AGRAREA_HA","SI02","2005",141470
"TOTAL","TOTAL","AGRAREA_HA","SK01","2005",77410
"TOTAL","TOTAL","AGRAREA_HA","SK02","2005",805560
"TOTAL","TOTAL","AGRAREA_HA","SK03","2005",460410
"TOTAL","TOTAL","AGRAREA_HA","SK04","2005",536100
"TOTAL","TOTAL","AGRAREA_HA","UKC1","2005",179590
"TOTAL","TOTAL","AGRAREA_HA","UKC2","2005",377870
"TOTAL","TOTAL","AGRAREA_HA","UKD1","2005",449880
"TOTAL","TOTAL","AGRAREA_HA","UKD2","2005",160920
"TOTAL","TOTAL","AGRAREA_HA","UKD3","2005",38570
"TOTAL","TOTAL","AGRAREA_HA","UKD4","2005",213350
"TOTAL","TOTAL","AGRAREA_HA","UKD5","2005",16570
"TOTAL","TOTAL","AGRAREA_HA","UKE1","2005",270960
"TOTAL","TOTAL","AGRAREA_HA","UKE2","2005",609740
"TOTAL","TOTAL","AGRAREA_HA","UKE3","2005",83560
"TOTAL","TOTAL","AGRAREA_HA","UKE4","2005",94940
"TOTAL","TOTAL","AGRAREA_HA","UKF1","2005",315840
"TOTAL","TOTAL","AGRAREA_HA","UKF2","2005",361750
"TOTAL","TOTAL","AGRAREA_HA","UKF3","2005",489970
"TOTAL","TOTAL","AGRAREA_HA","UKG1","2005",429980
"TOTAL","TOTAL","AGRAREA_HA","UKG2","2005",459230
"TOTAL","TOTAL","AGRAREA_HA","UKG3","2005",14220
"TOTAL","TOTAL","AGRAREA_HA","UKH1","2005",935720
"TOTAL","TOTAL","AGRAREA_HA","UKH2","2005",176080
"TOTAL","TOTAL","AGRAREA_HA","UKH3","2005",240710
"TOTAL","TOTAL","AGRAREA_HA","UKI1","2005",90
"TOTAL","TOTAL","AGRAREA_HA","UKI2","2005",10790
"TOTAL","TOTAL","AGRAREA_HA","UKJ1","2005",356580
"TOTAL","TOTAL","AGRAREA_HA","UKJ2","2005",265630
"TOTAL","TOTAL","AGRAREA_HA","UKJ3","2005",213010
"TOTAL","TOTAL","AGRAREA_HA","UKJ4","2005",220910
"TOTAL","TOTAL","AGRAREA_HA","UKK1","2005",521960
"TOTAL","TOTAL","AGRAREA_HA","UKK2","2005",453310
"TOTAL","TOTAL","AGRAREA_HA","UKK3","2005",269890
"TOTAL","TOTAL","AGRAREA_HA","UKK4","2005",485330
"TOTAL","TOTAL","AGRAREA_HA","UKL1","2005",873310
"TOTAL","TOTAL","AGRAREA_HA","UKL2","2005",515470
"TOTAL","TOTAL","AGRAREA_HA","UKM2","2005",1255430
"TOTAL","TOTAL","AGRAREA_HA","UKM3","2005",770950
"TOTAL","TOTAL","AGRAREA_HA","UKM5","2005",450030
"TOTAL","TOTAL","AGRAREA_HA","UKM6","2005",2360890
"TOTAL","TOTAL","AGRAREA_HA","UKN0","2005",1013960
