"animals","unit","geo","time","values"
"A2000","THS_HD","PL34","2016",959.8
"A2000","THS_HD","PL4","2016",1168.7
"A2000","THS_HD","PL41","2016",1003.3
"A2000","THS_HD","PL42","2016",92.5
"A2000","THS_HD","PL43","2016",73
"A2000","THS_HD","PL5","2016",225.4
"A2000","THS_HD","PL51","2016",102.5
"A2000","THS_HD","PL52","2016",122.9
"A2000","THS_HD","PL6","2016",1121
"A2000","THS_HD","PL61","2016",492.6
"A2000","THS_HD","PL62","2016",419.1
"A2000","THS_HD","PL63","2016",209.4
"A2000","THS_HD","PL71","2016",473.2
"A2000","THS_HD","PL81","2016",371.8
"A2000","THS_HD","PL82","2016",84.4
"A2000","THS_HD","PL84","2016",959.8
"A2000","THS_HD","PT1","2016",1358.4
"A2000","THS_HD","PT11","2016",319.85
"A2000","THS_HD","PT15","2016",10
"A2000","THS_HD","PT16","2016",192.98
"A2000","THS_HD","PT17","2016",76.89
"A2000","THS_HD","PT18","2016",758.68
"A2000","THS_HD","PT2","2016",272.91
"A2000","THS_HD","PT20","2016",272.91
"A2000","THS_HD","PT3","2016",3.7
"A2000","THS_HD","PT30","2016",3.7
"A2000","THS_HD","RO1","2016",713.1
"A2000","THS_HD","RO11","2016",373.4
"A2000","THS_HD","RO12","2016",339.7
"A2000","THS_HD","RO2","2016",741.7
"A2000","THS_HD","RO21","2016",511.8
"A2000","THS_HD","RO22","2016",229.9
"A2000","THS_HD","RO3","2016",241.5
"A2000","THS_HD","RO31","2016",233.8
